seed,goal_reached,path_length,nodes,loops,time
1,1,29,180,180,0.00019598007202148438
2,1,29,179,179,0.0001857280731201172
3,1,29,179,179,0.0001876354217529297
5,1,29,180,180,0.00018668174743652344
6,1,29,179,179,0.00018668174743652344
7,1,29,179,179,0.0001952648162841797
8,1,29,179,179,0.00018453598022460938
9,1,29,180,180,0.0001850128173828125
10,1,29,169,166,0.0001728534698486328
11,1,29,179,179,0.0001957416534423828
12,1,29,180,180,0.00018525123596191406
13,1,29,180,180,0.00018405914306640625
14,1,29,179,179,0.00019478797912597656
15,1,29,179,179,0.00018262863159179688
16,1,29,180,180,0.00018334388732910156
17,1,31,180,180,0.00018453598022460938
18,1,29,180,180,0.00019288063049316406
19,1,29,179,179,0.0001838207244873047
20,1,29,175,175,0.0001811981201171875
21,1,29,180,180,0.00018477439880371094
22,1,29,180,180,0.0001876354217529297
23,1,29,177,173,0.0001773834228515625
24,1,29,172,172,0.0001773834228515625
25,1,29,176,176,0.0001926422119140625
27,1,29,178,178,0.00018334388732910156
28,1,29,180,180,0.0001857280731201172
29,1,29,180,180,0.00018453598022460938
31,1,29,179,178,0.00018358230590820312
32,1,29,180,180,0.00018548965454101562
33,1,29,180,180,0.00018596649169921875
34,1,29,180,180,0.0001900196075439453
36,1,29,180,180,0.00018262863159179688
37,1,29,175,175,0.00018167495727539062
38,1,29,180,180,0.0001990795135498047
39,1,29,178,177,0.00018310546875
40,1,29,179,179,0.0001823902130126953
41,1,29,179,179,0.0001857280731201172
42,1,29,179,179,0.00018596649169921875
43,1,29,180,180,0.00018668174743652344
44,1,29,180,180,0.0001876354217529297
46,1,29,178,178,0.0001800060272216797
47,1,29,180,180,0.0001857280731201172
48,1,29,180,180,0.00018548965454101562
50,1,29,173,173,0.00017762184143066406
51,1,29,177,176,0.00017976760864257812
52,1,29,180,180,0.0001850128173828125
53,1,29,176,176,0.0001804828643798828
54,1,29,180,180,0.00018525123596191406
56,1,29,179,179,0.00019693374633789062
57,1,29,179,178,0.0001842975616455078
58,1,29,180,180,0.00018310546875
59,1,29,178,178,0.00018334388732910156
60,1,29,180,180,0.0001900196075439453
61,1,29,174,171,0.0001766681671142578
62,1,29,178,178,0.0001838207244873047
63,1,29,179,179,0.00018334388732910156
65,1,29,179,179,0.00018477439880371094
66,1,29,179,179,0.0001842975616455078
67,1,29,178,174,0.00018072128295898438
69,1,29,179,179,0.00018405914306640625
70,1,29,178,178,0.00018286705017089844
71,1,31,180,180,0.0001850128173828125
73,1,29,179,178,0.00018453598022460938
74,1,29,175,175,0.00018072128295898438
75,1,29,175,175,0.00018143653869628906
76,1,29,180,180,0.00019049644470214844
77,1,29,179,179,0.00018215179443359375
78,1,29,180,179,0.00018334388732910156
79,1,29,178,177,0.0001850128173828125
80,1,29,179,179,0.00018930435180664062
81,1,29,180,180,0.00018525123596191406
82,1,29,179,179,0.0001823902130126953
83,1,29,173,173,0.00017833709716796875
84,1,29,180,180,0.0001850128173828125
85,1,29,178,178,0.00018334388732910156
86,1,29,179,179,0.00018286705017089844
87,1,29,179,179,0.00018978118896484375
88,1,29,180,180,0.00018358230590820312
89,1,29,180,180,0.00018453598022460938
90,1,29,180,180,0.00018668174743652344
91,1,29,180,180,0.0001900196075439453
92,1,29,177,177,0.0001857280731201172
94,1,29,180,180,0.0001838207244873047
95,1,29,174,170,0.00017571449279785156
96,1,29,179,179,0.0001862049102783203
97,1,29,180,180,0.0001857280731201172
98,1,29,179,179,0.00018906593322753906
99,1,29,180,180,0.00018596649169921875
100,1,29,180,180,0.0001862049102783203
101,1,29,179,178,0.0001850128173828125
102,1,29,178,178,0.00018835067749023438
104,1,29,172,172,0.00017905235290527344
106,1,31,180,180,0.00019049644470214844
107,1,29,180,180,0.0001850128173828125
108,1,31,171,162,0.0001678466796875
109,1,29,180,180,0.00018644332885742188
110,1,29,178,177,0.0001838207244873047
111,1,29,175,173,0.00017905235290527344
112,1,29,180,180,0.00018477439880371094
113,1,29,180,180,0.0001919269561767578
114,1,29,180,180,0.00018548965454101562
116,1,29,180,180,0.00018405914306640625
117,1,29,180,180,0.0001919269561767578
120,1,29,178,178,0.0001857280731201172
122,1,29,180,180,0.000186920166015625
123,1,29,180,180,0.0001881122589111328
124,1,29,178,178,0.0001838207244873047
125,1,31,174,171,0.00018095970153808594
126,1,29,179,178,0.00018453598022460938
127,1,29,177,177,0.00018310546875
128,1,29,180,180,0.0001888275146484375
130,1,29,179,179,0.00018310546875
131,1,29,180,180,0.00018548965454101562
133,1,29,179,179,0.00019693374633789062
135,1,29,175,175,0.000179290771484375
136,1,29,177,176,0.0001819133758544922
137,1,29,180,180,0.0001995563507080078
138,1,29,180,180,0.000186920166015625
140,1,29,178,178,0.00018930435180664062
141,1,29,180,180,0.00020933151245117188
142,1,29,180,180,0.00018787384033203125
143,1,29,180,180,0.00018739700317382812
144,1,29,144,144,0.00015616416931152344
145,1,29,180,180,0.00018715858459472656
147,1,29,180,179,0.00018644332885742188
148,1,29,180,180,0.00018596649169921875
149,1,29,180,180,0.00018548965454101562
150,1,29,179,179,0.0001862049102783203
151,1,29,180,180,0.0001857280731201172
152,1,29,178,178,0.0001900196075439453
155,1,29,178,177,0.00018167495727539062
156,1,29,180,180,0.00019121170043945312
159,1,29,177,177,0.0001823902130126953
160,1,29,180,180,0.00018477439880371094
161,1,29,179,179,0.00018739700317382812
162,1,29,177,177,0.00018286705017089844
163,1,29,178,178,0.0001850128173828125
164,1,29,180,179,0.0001900196075439453
165,1,29,179,179,0.00018596649169921875
166,1,29,176,176,0.00018310546875
167,1,29,178,178,0.00018477439880371094
168,1,29,180,180,0.0001938343048095703
169,1,29,179,179,0.00018548965454101562
170,1,29,176,176,0.0001838207244873047
171,1,29,180,180,0.0001976490020751953
172,1,29,180,180,0.00019478797912597656
173,1,29,180,180,0.00020265579223632812
174,1,29,180,180,0.0001895427703857422
175,1,29,179,179,0.00018858909606933594
176,1,29,179,179,0.00018835067749023438
178,1,29,175,175,0.00018668174743652344
179,1,29,177,177,0.00018453598022460938
180,1,29,179,178,0.00018405914306640625
181,1,29,180,180,0.00018596649169921875
182,1,29,180,180,0.00019097328186035156
185,1,29,180,180,0.00018405914306640625
186,1,29,180,180,0.00018596649169921875
187,1,29,179,179,0.00018644332885742188
188,1,29,179,179,0.00018453598022460938
189,1,29,175,172,0.00017881393432617188
190,1,29,177,177,0.0001895427703857422
191,1,29,180,180,0.00019502639770507812
192,1,29,180,180,0.00021457672119140625
194,1,29,178,177,0.00018286705017089844
195,1,29,180,180,0.00018835067749023438
196,1,29,176,176,0.00018310546875
197,1,29,180,180,0.00019216537475585938
198,1,29,164,159,0.0001659393310546875
199,1,29,180,180,0.00018548965454101562
200,1,29,174,172,0.0001800060272216797
201,1,29,180,180,0.00019216537475585938
202,1,29,180,180,0.00018739700317382812
203,1,29,177,177,0.0001838207244873047
204,1,29,177,176,0.00019979476928710938
205,1,29,179,179,0.0002028942108154297
207,1,29,180,180,0.0001888275146484375
208,1,29,176,176,0.0001862049102783203
209,1,29,178,178,0.0001919269561767578
210,1,29,176,176,0.00018477439880371094
211,1,29,178,178,0.00018715858459472656
212,1,29,180,180,0.00018906593322753906
213,1,29,179,178,0.0001862049102783203
214,1,29,179,179,0.00018644332885742188
215,1,29,180,180,0.000186920166015625
216,1,29,180,180,0.00019502639770507812
218,1,29,174,174,0.00018286705017089844
219,1,29,176,175,0.00018453598022460938
220,1,29,180,180,0.0001933574676513672
221,1,29,178,177,0.00018548965454101562
222,1,29,180,180,0.00019884109497070312
223,1,29,179,179,0.0001938343048095703
224,1,29,178,178,0.00018739700317382812
225,1,29,180,179,0.00018715858459472656
226,1,29,177,177,0.000186920166015625
227,1,29,172,171,0.00018668174743652344
231,1,29,178,178,0.00018906593322753906
232,1,29,174,174,0.00018358230590820312
233,1,29,180,180,0.0002067089080810547
234,1,29,179,179,0.00018668174743652344
235,1,29,179,179,0.00019168853759765625
236,1,29,180,180,0.00018835067749023438
237,1,29,180,180,0.00018858909606933594
238,1,29,178,178,0.0001926422119140625
239,1,29,178,178,0.00018596649169921875
240,1,29,180,180,0.0001876354217529297
241,1,29,177,176,0.00018286705017089844
242,1,29,180,180,0.00018858909606933594
244,1,29,179,179,0.0001857280731201172
245,1,29,179,179,0.00018835067749023438
246,1,29,180,180,0.00019502639770507812
247,1,29,177,177,0.0001881122589111328
248,1,29,178,178,0.00018906593322753906
249,1,29,180,180,0.00018906593322753906
250,1,29,173,173,0.0001838207244873047
252,1,29,178,178,0.00018644332885742188
253,1,29,180,180,0.00019073486328125
254,1,29,180,180,0.00021409988403320312
255,1,29,179,179,0.00019478797912597656
256,1,29,180,178,0.00018644332885742188
257,1,29,176,176,0.00019288063049316406
258,1,29,180,180,0.00018787384033203125
259,1,29,179,179,0.00018715858459472656
260,1,29,179,179,0.0001876354217529297
261,1,29,180,180,0.0002009868621826172
262,1,29,179,178,0.00018835067749023438
263,1,29,179,179,0.00018787384033203125
264,1,29,180,180,0.0001895427703857422
265,1,29,178,178,0.00018930435180664062
267,1,29,176,176,0.00020813941955566406
268,1,31,174,171,0.000202178955078125
269,1,29,174,174,0.00018525123596191406
270,1,29,179,179,0.00019073486328125
271,1,29,178,178,0.0001881122589111328
272,1,29,180,180,0.0001926422119140625
273,1,29,168,165,0.00017333030700683594
274,1,29,179,179,0.0001876354217529297
275,1,29,180,180,0.00019049644470214844
276,1,29,177,177,0.0001914501190185547
278,1,29,178,178,0.0001850128173828125
279,1,29,179,179,0.00018644332885742188
280,1,29,178,178,0.00019359588623046875
281,1,29,180,180,0.00018858909606933594
282,1,29,180,179,0.00018739700317382812
283,1,29,178,178,0.0001888275146484375
284,1,29,180,180,0.00019478797912597656
285,1,29,180,180,0.00019812583923339844
286,1,29,179,179,0.0001881122589111328
287,1,29,180,180,0.000186920166015625
288,1,29,179,179,0.00018644332885742188
289,1,29,177,177,0.0001900196075439453
290,1,29,179,179,0.00018668174743652344
291,1,29,177,177,0.00019240379333496094
292,1,29,176,176,0.00018477439880371094
293,1,29,171,165,0.0001964569091796875
294,1,29,177,177,0.000186920166015625
295,1,29,178,178,0.00018596649169921875
296,1,29,176,176,0.0001983642578125
299,1,29,179,179,0.00019979476928710938
300,1,29,172,172,0.00018167495727539062
301,1,29,179,179,0.00019049644470214844
302,1,29,178,178,0.00018787384033203125
303,1,29,180,180,0.0001888275146484375
305,1,29,180,180,0.00018715858459472656
307,1,31,180,180,0.00019359588623046875
308,1,29,180,180,0.0001895427703857422
309,1,29,177,177,0.00018525123596191406
310,1,29,180,180,0.0001881122589111328
311,1,29,169,169,0.00017714500427246094
312,1,29,179,179,0.00018787384033203125
313,1,29,176,176,0.00018596649169921875
314,1,29,171,167,0.00018167495727539062
315,1,29,180,180,0.00018930435180664062
316,1,29,180,178,0.0001881122589111328
317,1,29,179,178,0.00021028518676757812
318,1,29,180,180,0.00019741058349609375
319,1,29,179,179,0.00018787384033203125
320,1,29,180,180,0.00018930435180664062
321,1,29,176,174,0.00019478797912597656
322,1,29,179,179,0.00023937225341796875
323,1,29,179,179,0.00028228759765625
324,1,29,180,180,0.0002884864807128906
325,1,29,180,180,0.00028443336486816406
326,1,29,177,177,0.00022673606872558594
327,1,29,180,180,0.0001995563507080078
328,1,29,180,180,0.0001914501190185547
329,1,29,180,180,0.0001900196075439453
330,1,29,179,179,0.0001926422119140625
331,1,29,176,176,0.0001876354217529297
332,1,31,177,175,0.00018143653869628906
333,1,29,179,178,0.00018739700317382812
334,1,29,173,172,0.00018477439880371094
336,1,29,176,176,0.00018167495727539062
337,1,29,179,179,0.0001888275146484375
338,1,29,179,179,0.00018930435180664062
339,1,29,178,178,0.0001881122589111328
340,1,29,178,178,0.0001857280731201172
341,1,29,178,178,0.0001926422119140625
342,1,29,180,180,0.00018835067749023438
343,1,29,180,180,0.000186920166015625
345,1,29,180,180,0.0001881122589111328
346,1,29,180,180,0.00019025802612304688
347,1,29,180,180,0.00019097328186035156
349,1,29,162,158,0.00016736984252929688
350,1,29,180,180,0.00019431114196777344
351,1,29,177,176,0.0001857280731201172
352,1,29,178,178,0.00018668174743652344
353,1,29,175,175,0.000186920166015625
354,1,29,172,172,0.00018167495727539062
355,1,29,180,180,0.00018906593322753906
356,1,29,180,180,0.00019073486328125
357,1,29,176,176,0.00021076202392578125
359,1,29,177,175,0.00020170211791992188
360,1,29,165,165,0.00017547607421875
361,1,29,179,178,0.00019598007202148438
362,1,29,180,180,0.0001900196075439453
363,1,29,180,180,0.0001895427703857422
364,1,29,180,180,0.00019073486328125
365,1,29,178,178,0.00019502639770507812
366,1,29,179,179,0.0001888275146484375
367,1,29,176,176,0.00018525123596191406
368,1,29,180,180,0.00018858909606933594
369,1,29,179,179,0.000186920166015625
371,1,29,180,180,0.00018668174743652344
372,1,29,178,178,0.0001926422119140625
373,1,29,179,178,0.0001888275146484375
374,1,29,178,177,0.00018668174743652344
375,1,29,173,172,0.00018167495727539062
376,1,29,179,179,0.0001926422119140625
378,1,31,176,174,0.00018215179443359375
379,1,29,179,177,0.0001857280731201172
381,1,29,179,179,0.0001876354217529297
382,1,29,180,180,0.0001895427703857422
384,1,29,180,180,0.0001957416534423828
385,1,29,179,178,0.0002582073211669922
386,1,29,179,179,0.00021147727966308594
387,1,29,180,180,0.00020956993103027344
388,1,29,176,173,0.00018978118896484375
389,1,29,180,180,0.0002110004425048828
391,1,29,179,179,0.00021409988403320312
394,1,29,180,179,0.00018596649169921875
395,1,29,178,177,0.00019979476928710938
396,1,29,179,179,0.00018906593322753906
397,1,29,179,178,0.00018715858459472656
398,1,29,173,173,0.0001819133758544922
399,1,29,179,179,0.00019979476928710938
401,1,29,169,168,0.00017333030700683594
402,1,29,179,179,0.00019884109497070312
403,1,29,177,177,0.00020003318786621094
404,1,29,180,180,0.00019884109497070312
405,1,29,180,180,0.0001952648162841797
406,1,29,177,177,0.0001976490020751953
407,1,29,180,180,0.0001895427703857422
408,1,29,180,180,0.00019478797912597656
409,1,29,179,179,0.000194549560546875
410,1,29,175,175,0.0001857280731201172
411,1,29,179,178,0.00018739700317382812
412,1,29,179,178,0.0001862049102783203
413,1,29,179,179,0.00019216537475585938
414,1,29,179,179,0.0001888275146484375
415,1,29,180,180,0.00021195411682128906
418,1,29,174,174,0.0001785755157470703
419,1,29,176,176,0.00018334388732910156
420,1,29,179,179,0.00018405914306640625
421,1,29,180,180,0.0001862049102783203
422,1,29,179,179,0.00018358230590820312
423,1,29,180,180,0.00018525123596191406
425,1,29,180,180,0.00018358230590820312
426,1,29,179,179,0.0001838207244873047
427,1,29,180,180,0.00018525123596191406
428,1,29,167,167,0.00017762184143066406
429,1,29,178,178,0.00018644332885742188
430,1,29,179,179,0.0001842975616455078
431,1,29,180,180,0.00018215179443359375
433,1,29,179,179,0.0001823902130126953
434,1,29,178,178,0.00018310546875
435,1,29,179,179,0.0001838207244873047
436,1,29,163,161,0.000164031982421875
437,1,29,174,174,0.00017786026000976562
438,1,29,176,176,0.00018072128295898438
439,1,29,179,179,0.00018858909606933594
440,1,29,179,179,0.0001850128173828125
441,1,29,180,180,0.0001857280731201172
442,1,29,179,179,0.00018310546875
443,1,29,180,180,0.00018858909606933594
444,1,29,154,149,0.0001537799835205078
445,1,29,180,180,0.00018405914306640625
446,1,29,180,180,0.00018405914306640625
447,1,29,178,178,0.00018978118896484375
448,1,29,179,179,0.00018596649169921875
450,1,29,177,177,0.0001811981201171875
451,1,29,180,180,0.00018405914306640625
452,1,29,180,180,0.00018477439880371094
454,1,29,179,178,0.00018310546875
455,1,29,179,178,0.00019216537475585938
456,1,29,179,179,0.0001838207244873047
457,1,29,179,176,0.00018167495727539062
458,1,29,180,180,0.00018477439880371094
460,1,29,180,179,0.00018310546875
461,1,29,180,180,0.00018358230590820312
462,1,29,175,175,0.0001804828643798828
463,1,29,180,177,0.0001823902130126953
464,1,29,178,178,0.00018405914306640625
465,1,29,180,180,0.0001850128173828125
466,1,29,179,179,0.00018978118896484375
467,1,29,179,179,0.0001857280731201172
468,1,29,178,178,0.00018477439880371094
469,1,29,178,178,0.00018644332885742188
470,1,29,177,177,0.00019121170043945312
471,1,29,180,180,0.00018477439880371094
472,1,29,178,178,0.00018525123596191406
474,1,29,179,179,0.0001838207244873047
475,1,29,180,179,0.00018453598022460938
478,1,29,180,180,0.0001895427703857422
480,1,29,178,178,0.00018262863159179688
481,1,29,179,177,0.0001811981201171875
482,1,29,170,168,0.00017189979553222656
484,1,29,180,180,0.00018715858459472656
486,1,29,177,177,0.00017952919006347656
487,1,29,179,179,0.00018906593322753906
488,1,29,180,180,0.00018334388732910156
489,1,29,178,178,0.00018262863159179688
490,1,29,170,170,0.00017380714416503906
491,1,29,180,180,0.00019216537475585938
492,1,29,177,177,0.00018262863159179688
493,1,29,179,179,0.00018405914306640625
494,1,29,179,179,0.00018644332885742188
495,1,29,178,177,0.0001900196075439453
496,1,29,158,157,0.00016379356384277344
497,1,29,180,178,0.00018739700317382812
498,1,29,179,179,0.00019049644470214844
499,1,29,180,180,0.0001857280731201172
500,1,29,180,179,0.0001881122589111328
501,1,29,179,179,0.0001842975616455078
502,1,29,180,180,0.0001888275146484375
503,1,29,179,179,0.00018548965454101562
504,1,29,179,179,0.00018596649169921875
506,1,31,180,180,0.00018525123596191406
507,1,29,180,180,0.00018906593322753906
508,1,29,179,179,0.00018477439880371094
509,1,29,180,180,0.00022172927856445312
510,1,29,178,178,0.0002646446228027344
511,1,29,177,177,0.0002455711364746094
512,1,29,180,180,0.0001919269561767578
513,1,29,180,180,0.00018596649169921875
515,1,29,177,177,0.00018143653869628906
518,1,29,176,176,0.00017881393432617188
519,1,29,180,180,0.00019097328186035156
520,1,29,179,179,0.00018453598022460938
522,1,29,180,180,0.0001838207244873047
523,1,29,178,178,0.00018143653869628906
524,1,31,173,173,0.00018310546875
525,1,29,178,178,0.0001842975616455078
526,1,29,180,180,0.00018525123596191406
527,1,29,177,177,0.00018072128295898438
528,1,29,179,179,0.0001842975616455078
530,1,29,179,179,0.00018215179443359375
531,1,29,178,178,0.0001862049102783203
532,1,29,179,179,0.00018453598022460938
534,1,29,179,179,0.00018310546875
535,1,29,178,178,0.00018167495727539062
537,1,29,179,179,0.00018215179443359375
539,1,29,180,180,0.00018334388732910156
540,1,29,180,180,0.00019216537475585938
541,1,29,180,180,0.00019049644470214844
543,1,29,180,177,0.0001819133758544922
544,1,29,179,178,0.00018358230590820312
545,1,29,179,179,0.0001842975616455078
546,1,29,180,180,0.00018548965454101562
547,1,29,179,179,0.0001881122589111328
548,1,29,178,178,0.00019097328186035156
550,1,29,177,177,0.00018668174743652344
551,1,29,180,180,0.00018525123596191406
553,1,29,179,179,0.00019502639770507812
554,1,29,180,180,0.0001876354217529297
555,1,29,180,180,0.00018787384033203125
556,1,29,177,175,0.000186920166015625
559,1,29,177,177,0.0001823902130126953
560,1,29,177,177,0.00019168853759765625
563,1,29,178,178,0.00018477439880371094
564,1,29,180,180,0.0001862049102783203
565,1,29,180,180,0.0002002716064453125
566,1,29,180,180,0.00019478797912597656
567,1,29,178,178,0.00019216537475585938
568,1,29,180,180,0.0002014636993408203
569,1,29,178,178,0.000186920166015625
570,1,29,180,179,0.0001857280731201172
571,1,29,175,175,0.00018262863159179688
572,1,29,180,180,0.00019621849060058594
573,1,29,180,180,0.00019097328186035156
574,1,29,178,178,0.00018596649169921875
575,1,29,178,178,0.00018405914306640625
576,1,29,180,180,0.00018644332885742188
577,1,29,180,180,0.00018548965454101562
578,1,29,179,179,0.0001850128173828125
579,1,29,174,172,0.00018358230590820312
580,1,29,179,179,0.00018525123596191406
581,1,29,175,175,0.00018215179443359375
582,1,29,179,179,0.00018548965454101562
584,1,29,179,179,0.00018453598022460938
585,1,29,173,167,0.00017642974853515625
586,1,29,180,179,0.00018715858459472656
587,1,29,180,180,0.0001952648162841797
588,1,29,179,177,0.00019097328186035156
589,1,29,179,179,0.0001919269561767578
590,1,29,180,180,0.00019121170043945312
591,1,29,180,180,0.00019550323486328125
592,1,29,176,175,0.00018215179443359375
593,1,29,170,170,0.00017690658569335938
594,1,29,178,176,0.00019121170043945312
595,1,29,166,162,0.0001709461212158203
596,1,29,179,179,0.0001862049102783203
597,1,29,180,180,0.00018930435180664062
598,1,29,180,180,0.0001862049102783203
599,1,29,177,177,0.00018262863159179688
600,1,29,178,178,0.00018787384033203125
601,1,29,178,178,0.00020003318786621094
602,1,29,180,180,0.0001976490020751953
603,1,29,178,178,0.00019693374633789062
604,1,29,179,179,0.0001857280731201172
605,1,29,178,178,0.00018477439880371094
606,1,29,177,177,0.0001838207244873047
607,1,29,177,177,0.0001842975616455078
608,1,29,180,180,0.00019288063049316406
609,1,29,178,178,0.0001838207244873047
610,1,29,177,177,0.00018405914306640625
611,1,29,177,177,0.0001876354217529297
612,1,29,180,180,0.0001876354217529297
614,1,29,178,178,0.00018477439880371094
615,1,29,180,180,0.00019407272338867188
617,1,29,180,180,0.00018548965454101562
618,1,29,177,176,0.00018835067749023438
619,1,29,173,173,0.00019097328186035156
620,1,29,177,174,0.0001857280731201172
621,1,29,180,180,0.0001919269561767578
622,1,29,178,178,0.00019311904907226562
623,1,29,180,180,0.00019693374633789062
624,1,29,180,178,0.00019073486328125
625,1,29,179,179,0.00019478797912597656
627,1,29,179,179,0.00018525123596191406
628,1,29,180,180,0.00018644332885742188
629,1,29,180,180,0.00018477439880371094
630,1,29,180,180,0.00018477439880371094
631,1,29,180,180,0.00018596649169921875
632,1,29,176,176,0.00018095970153808594
633,1,29,177,177,0.00019288063049316406
634,1,29,180,180,0.0001938343048095703
635,1,29,179,179,0.00019669532775878906
638,1,29,178,178,0.00018978118896484375
641,1,29,180,179,0.00019550323486328125
642,1,29,159,158,0.00022673606872558594
643,1,29,180,180,0.00021004676818847656
644,1,29,178,177,0.0001914501190185547
645,1,29,180,180,0.00027561187744140625
646,1,29,180,180,0.0002028942108154297
647,1,29,176,176,0.0002422332763671875
650,1,29,174,174,0.0001857280731201172
651,1,29,180,180,0.0001888275146484375
652,1,29,180,180,0.00018644332885742188
653,1,29,180,180,0.00018906593322753906
654,1,29,179,179,0.00018525123596191406
655,1,29,178,178,0.00018405914306640625
656,1,29,179,179,0.00018548965454101562
657,1,29,179,179,0.00018334388732910156
658,1,29,180,180,0.00019359588623046875
659,1,29,179,179,0.00018930435180664062
660,1,29,180,180,0.00019669532775878906
661,1,29,179,179,0.00019240379333496094
662,1,29,178,178,0.0001862049102783203
663,1,29,180,180,0.0001857280731201172
664,1,29,178,178,0.0001881122589111328
665,1,29,178,178,0.00018143653869628906
666,1,29,180,180,0.00018477439880371094
667,1,29,180,180,0.0001857280731201172
668,1,29,180,180,0.0001850128173828125
669,1,29,179,179,0.00018548965454101562
670,1,29,178,178,0.00018835067749023438
673,1,29,179,179,0.00018262863159179688
674,1,29,180,180,0.00019311904907226562
675,1,29,180,180,0.0002124309539794922
676,1,29,178,178,0.00018262863159179688
677,1,29,180,180,0.0001850128173828125
678,1,29,175,175,0.0001811981201171875
680,1,29,180,180,0.00018262863159179688
681,1,29,169,169,0.00017523765563964844
682,1,29,177,177,0.00018286705017089844
683,1,29,179,179,0.0001842975616455078
684,1,29,180,180,0.00018453598022460938
685,1,29,180,180,0.00019598007202148438
686,1,29,180,180,0.00019860267639160156
688,1,29,180,180,0.0001850128173828125
689,1,29,179,178,0.0001842975616455078
690,1,29,177,177,0.00018358230590820312
691,1,29,171,169,0.0001747608184814453
692,1,29,179,179,0.0001842975616455078
693,1,29,179,178,0.0001938343048095703
694,1,29,179,179,0.0001811981201171875
695,1,29,180,180,0.0001850128173828125
696,1,29,180,180,0.00018310546875
697,1,29,178,178,0.00018405914306640625
698,1,29,180,180,0.00018358230590820312
700,1,29,179,179,0.00018405914306640625
701,1,29,180,180,0.00019121170043945312
702,1,31,180,180,0.00018644332885742188
703,1,29,175,175,0.0001857280731201172
705,1,29,180,180,0.0001842975616455078
706,1,29,178,178,0.00018286705017089844
707,1,29,179,179,0.00018906593322753906
708,1,29,170,169,0.00017595291137695312
709,1,29,179,179,0.00018548965454101562
710,1,31,180,180,0.000194549560546875
711,1,29,180,180,0.0001952648162841797
712,1,29,179,179,0.00019025802612304688
713,1,29,167,167,0.0001766681671142578
715,1,29,176,171,0.00018262863159179688
716,1,29,179,179,0.0001823902130126953
718,1,29,180,180,0.0001842975616455078
719,1,29,179,179,0.00018787384033203125
720,1,29,180,180,0.00018644332885742188
721,1,29,180,180,0.00018453598022460938
723,1,29,180,180,0.00018215179443359375
724,1,29,180,177,0.00018930435180664062
725,1,29,180,180,0.00019550323486328125
726,1,29,180,180,0.00019693374633789062
727,1,29,178,178,0.00019669532775878906
728,1,29,180,179,0.0001938343048095703
729,1,29,177,177,0.00018143653869628906
730,1,29,178,178,0.00018310546875
732,1,29,180,180,0.0001850128173828125
734,1,29,178,178,0.0001819133758544922
735,1,29,180,179,0.00019097328186035156
736,1,29,179,179,0.00018310546875
737,1,29,169,169,0.00017333030700683594
738,1,29,179,179,0.00019168853759765625
739,1,29,180,180,0.00019240379333496094
740,1,29,180,180,0.00019407272338867188
741,1,29,180,179,0.0001933574676513672
742,1,29,180,180,0.00019073486328125
743,1,29,179,179,0.00018525123596191406
744,1,29,179,179,0.00018596649169921875
745,1,29,180,180,0.000186920166015625
746,1,29,178,176,0.00018167495727539062
747,1,29,176,175,0.0001811981201171875
748,1,29,178,178,0.00018334388732910156
749,1,29,180,180,0.0001900196075439453
751,1,29,180,179,0.00018644332885742188
752,1,29,180,180,0.00019216537475585938
754,1,29,178,178,0.000194549560546875
755,1,29,176,176,0.00018930435180664062
756,1,29,180,180,0.0001895427703857422
757,1,29,179,179,0.00019049644470214844
758,1,29,174,172,0.0001957416534423828
759,1,29,180,180,0.00027871131896972656
760,1,29,179,179,0.00025653839111328125
761,1,29,180,180,0.0001926422119140625
762,1,29,179,179,0.00018167495727539062
763,1,29,179,177,0.0001838207244873047
764,1,29,180,180,0.0001971721649169922
765,1,29,179,179,0.00018405914306640625
766,1,29,180,180,0.00018405914306640625
767,1,29,179,179,0.00018405914306640625
768,1,29,180,180,0.00018548965454101562
769,1,29,176,175,0.00017976760864257812
770,1,29,178,178,0.0001838207244873047
772,1,29,179,179,0.000186920166015625
773,1,29,180,180,0.00018286705017089844
774,1,29,179,178,0.0001811981201171875
775,1,29,180,180,0.00018310546875
777,1,29,179,178,0.00018215179443359375
778,1,29,180,180,0.00018310546875
779,1,29,177,174,0.00017833709716796875
780,1,29,178,178,0.00018835067749023438
782,1,29,180,180,0.0001819133758544922
783,1,29,180,180,0.00018310546875
784,1,29,180,180,0.0001895427703857422
785,1,29,180,180,0.00018596649169921875
787,1,29,177,177,0.00017905235290527344
788,1,29,173,173,0.00017523765563964844
789,1,29,178,178,0.00018334388732910156
790,1,29,180,180,0.00018310546875
791,1,29,179,179,0.00019478797912597656
792,1,29,180,180,0.00018215179443359375
793,1,29,180,180,0.00018358230590820312
794,1,29,180,180,0.00018262863159179688
795,1,29,180,180,0.00020384788513183594
797,1,29,179,179,0.0001811981201171875
798,1,29,179,179,0.00018453598022460938
799,1,29,180,180,0.0001823902130126953
800,1,29,177,177,0.0001819133758544922
801,1,29,180,180,0.00018358230590820312
803,1,29,179,179,0.00018095970153808594
804,1,31,179,178,0.00018072128295898438
805,1,29,180,180,0.0001823902130126953
806,1,29,173,172,0.00018596649169921875
807,1,29,179,178,0.00018215179443359375
808,1,29,180,179,0.00018215179443359375
809,1,29,180,180,0.00018286705017089844
810,1,29,179,178,0.00018787384033203125
811,1,29,179,179,0.00018334388732910156
812,1,29,179,179,0.00018453598022460938
813,1,29,177,175,0.0001800060272216797
814,1,29,180,180,0.00019216537475585938
815,1,29,179,178,0.0001862049102783203
