seed,goal_reached,path_length,nodes,loops,time
692,1,29,179,179,0.00027179718017578125
693,1,29,178,178,0.00026488304138183594
694,1,29,179,179,0.0002665519714355469
695,1,29,180,180,0.0002741813659667969
696,1,29,180,180,0.0002694129943847656
697,1,29,178,178,0.0002665519714355469
698,1,29,180,180,0.0002753734588623047
700,1,29,179,179,0.00026607513427734375
701,1,29,180,180,0.0002772808074951172
702,1,31,180,180,0.0002682209014892578
703,1,29,175,175,0.00026488304138183594
705,1,29,180,180,0.0002655982971191406
706,1,29,178,178,0.0002620220184326172
707,1,29,179,179,0.0002734661102294922
708,1,29,169,169,0.00025177001953125
709,1,29,179,179,0.0002677440643310547
710,1,31,180,180,0.0002720355987548828
711,1,29,180,180,0.00026917457580566406
712,1,29,179,179,0.0002684593200683594
713,1,29,167,167,0.00024819374084472656
715,1,29,171,171,0.00025582313537597656
716,1,29,179,179,0.00027179718017578125
718,1,29,180,180,0.0002675056457519531
719,1,29,179,179,0.00026607513427734375
720,1,29,180,180,0.000278472900390625
721,1,29,180,180,0.00026726722717285156
723,1,29,180,180,0.000270843505859375
724,1,29,180,180,0.0002651214599609375
725,1,29,180,180,0.00026798248291015625
726,1,29,180,180,0.0002751350402832031
727,1,29,178,178,0.0002651214599609375
728,1,29,179,179,0.00026488304138183594
729,1,29,177,177,0.0002689361572265625
730,1,29,178,178,0.00026416778564453125
732,1,29,180,180,0.00026726722717285156
734,1,29,178,178,0.00026154518127441406
735,1,29,180,180,0.00026607513427734375
736,1,29,179,179,0.00026535987854003906
737,1,29,169,169,0.00024771690368652344
738,1,29,179,179,0.00027179718017578125
739,1,29,180,180,0.0002696514129638672
740,1,29,180,180,0.0002682209014892578
741,1,29,180,180,0.00027441978454589844
742,1,29,180,180,0.00026679039001464844
743,1,29,179,179,0.00026535987854003906
744,1,29,179,179,0.0002727508544921875
745,1,29,180,180,0.0002713203430175781
746,1,29,178,178,0.00026345252990722656
747,1,29,176,176,0.0002639293670654297
748,1,29,178,178,0.0002636909484863281
749,1,29,180,180,0.0002655982971191406
751,1,29,180,180,0.0002663135528564453
752,1,29,180,180,0.0002694129943847656
754,1,29,178,178,0.0002694129943847656
755,1,29,176,176,0.000263214111328125
756,1,29,180,180,0.00026488304138183594
757,1,29,179,179,0.0002663135528564453
758,1,29,172,172,0.0002536773681640625
759,1,29,180,180,0.00026726722717285156
760,1,29,179,179,0.0002663135528564453
761,1,29,180,180,0.0002665519714355469
762,1,29,179,179,0.0002758502960205078
763,1,29,177,177,0.0002655982971191406
764,1,29,180,180,0.00026726722717285156
765,1,29,179,179,0.00027823448181152344
766,1,29,180,180,0.00026679039001464844
767,1,29,179,179,0.0002655982971191406
768,1,29,180,180,0.00027251243591308594
769,1,29,176,176,0.0002646446228027344
770,1,29,178,178,0.0002658367156982422
772,1,29,179,179,0.00026535987854003906
773,1,29,180,180,0.0002684593200683594
774,1,29,179,179,0.0002994537353515625
775,1,29,180,180,0.00026917457580566406
777,1,29,178,178,0.00026345252990722656
778,1,29,180,180,0.0002651214599609375
779,1,29,174,174,0.0002586841583251953
780,1,29,178,178,0.00027060508728027344
782,1,29,180,180,0.0002639293670654297
783,1,29,180,180,0.000270843505859375
784,1,29,180,180,0.00026679039001464844
785,1,29,180,180,0.0002663135528564453
787,1,29,177,177,0.00026226043701171875
788,1,29,173,173,0.0002532005310058594
789,1,29,178,178,0.0002684593200683594
790,1,29,180,180,0.00026297569274902344
791,1,29,179,179,0.0002624988555908203
792,1,29,180,180,0.0002694129943847656
793,1,29,180,180,0.00026488304138183594
794,1,29,180,180,0.0002651214599609375
795,1,29,180,180,0.0002639293670654297
797,1,29,179,179,0.0002646446228027344
798,1,29,179,179,0.0002682209014892578
799,1,29,180,180,0.0002658367156982422
800,1,29,177,177,0.00026607513427734375
801,1,29,180,180,0.0002636909484863281
803,1,29,179,179,0.00026726722717285156
804,1,31,179,179,0.0002636909484863281
805,1,29,180,180,0.00026226043701171875
806,1,29,173,173,0.00026297569274902344
807,1,29,179,179,0.00026702880859375
808,1,29,180,180,0.0002646446228027344
809,1,29,180,180,0.00026917457580566406
810,1,29,179,179,0.0002639293670654297
811,1,29,179,179,0.0002589225769042969
812,1,29,179,179,0.00026226043701171875
